item_id,order_id,product_id,quantity,discount
100415,12437,529,4,0.1
100416,11805,412,5,0.0
100417,13360,187,1,0.15
100418,11731,105,1,0.0
100419,15886,272,4,0.05
100420,13663,221,1,0.2
100421,15111,256,1,0.0
100422,12974,187,4,0.0
100423,11030,526,2,0.05
100424,10412,198,4,0.05
100425,11982,515,3,0.15
100426,10662,235,4,0.2
100427,11348,107,4,0.2
100428,13471,360,2,0.0
100429,11306,464,4,0.2
100430,14287,484,4,0.05
100431,12834,132,2,0.05
100432,14681,128,4,0.05
100433,15055,540,2,0.0
100434,11854,360,3,0.1
100435,14596,587,2,0.05
100436,14676,344,1,0.2
100437,10816,465,1,0.2
100438,13506,364,2,0.05
100439,11477,242,4,0.1
100440,15613,130,5,0.0
100441,15766,487,5,0.05
100442,13514,230,3,0.0
100443,12038,366,3,0.1
100444,11331,170,5,0.05
100445,14876,219,5,0.05
100446,13807,427,2,0.05
100447,11150,500,5,0.15
100448,10007,170,1,0.05
100449,11437,308,3,0.05
100450,13251,191,3,0.1
100451,13540,220,1,0.1
100452,10695,560,3,0.15
100453,15088,570,5,0.05
100454,15563,307,3,0.2
100455,12966,506,1,0.0
100456,13300,356,3,0.05
100457,14844,135,5,0.15
100458,14242,224,2,0.2
100459,13368,212,5,0.1
100460,14953,598,3,0.0
100461,14383,307,4,0.15
100462,15048,571,3,0.1
100463,10026,202,3,0.05
100464,14548,533,1,0.15
100465,12154,486,4,0.05
100466,14336,294,1,0.15
100467,13490,341,1,0.15
100468,10332,247,5,0.05
100469,15162,553,2,0.15
100470,10645,232,3,0.1
100471,11853,320,4,0.1
100472,14131,438,3,0.0
100473,12924,204,1,0.0
100474,12432,141,2,0.15
100475,13585,156,1,0.1
100476,13810,411,3,0.05
100477,10811,350,5,0.15
100478,11312,342,3,0.05
100479,12796,515,1,0.2
100480,11895,227,4,0.0
100481,13007,250,4,0.15
100482,15153,431,4,0.15
100483,14301,532,4,0.05
100484,12071,436,4,0.0
100485,12657,484,2,0.05
100486,14135,488,2,0.05
100487,14269,249,5,0.0
100488,14856,269,4,0.2
100489,13485,145,1,0.1
100490,10414,573,1,0.1
100491,10692,184,3,0.2
100492,12663,108,4,0.0
100493,14118,207,1,0.15
100494,12699,473,5,0.0
100495,14310,365,1,0.05
100496,15792,246,5,0.0
100497,10920,131,4,0.1
100498,10907,344,3,0.15
100499,13211,135,3,0.2
100500,13729,347,2,0.0
100501,12720,514,4,0.15
100502,13667,118,1,0.15
100503,14896,567,3,0.1
100504,12365,525,5,0.05
100505,10793,124,5,0.15
100506,10576,598,1,0.15
100507,11728,442,1,0.0
100508,13228,404,4,0.2
100509,15544,498,1,0.0
100510,13572,503,1,0.1
100511,14187,416,1,0.15
100512,13726,449,3,0.05
100513,15162,378,4,0.15
100514,14857,130,1,0.05
100515,13367,243,1,0.05
100516,14866,377,5,0.05
100517,11361,510,3,0.2
100518,12049,456,1,0.0
100519,12976,112,3,0.1
100520,13197,491,4,0.2
100521,11088,303,4,0.2
100522,10206,350,2,0.05
100523,13487,203,5,0.2
100524,13316,568,2,0.1
100525,10623,135,3,0.1
100526,11678,424,5,0.15
100527,13288,486,1,0.2
100528,13013,120,5,0.15
100529,15648,147,5,0.1
100530,13013,184,4,0.2
100531,13638,368,2,0.05
100532,12701,153,4,0.05
100533,11872,373,4,0.2
100534,10079,118,2,0.15
100535,11477,204,4,0.15
100536,15269,252,5,0.05
100537,14735,428,3,0.15
100538,15790,265,1,0.05
100539,15158,461,1,0.0
100540,13229,514,4,0.05
100541,12336,184,2,0.0
100542,11726,408,5,0.2
100543,15738,251,4,0.0
100544,11115,137,5,0.1
100545,15986,479,5,0.15
100546,10161,558,1,0.0
100547,11426,453,3,0.1
100548,11734,252,3,0.1
100549,14416,456,2,0.15
100550,12412,476,3,0.05
100551,13961,308,4,0.1
100552,12523,150,1,0.0
100553,14862,320,1,0.15
100554,10602,560,5,0.0
100555,12360,504,4,0.05
100556,11556,147,4,0.15
100557,14685,118,5,0.1
100558,15340,585,5,0.0
100559,15794,222,1,0.0
100560,11521,382,4,0.1
100561,12391,594,3,0.1
100562,10906,220,3,0.05
100563,11651,351,1,0.05
100564,11118,427,3,0.1
100565,11525,399,3,0.15
100566,14268,147,4,0.1
100567,14722,185,4,0.1
100568,13081,399,2,0.2
100569,14778,484,4,0.15
100570,15441,260,2,0.15
100571,13241,107,4,0.05
100572,14407,345,5,0.05
100573,13802,315,4,0.05
100574,11936,312,2,0.0
100575,13628,312,3,0.15
100576,15620,388,4,0.2
100577,14381,318,3,0.05
100578,13710,584,3,0.05
100579,15380,351,4,0.05
100580,12543,444,4,0.05
100581,14451,421,5,0.05
100582,10200,414,2,0.0
100583,12184,281,4,0.2
100584,15044,192,3,0.15
100585,12676,318,3,0.2
100586,14037,390,4,0.1
100587,15013,190,2,0.15
100588,13494,584,3,0.05
100589,13973,297,5,0.1
100590,11365,284,3,0.1
100591,11853,166,2,0.1
100592,14438,516,1,0.1
100593,13602,198,5,0.05
100594,10388,406,5,0.1
100595,14100,578,1,0.2
100596,14773,124,5,0.05
100597,11663,320,5,0.1
100598,12459,274,5,0.1
100599,10213,487,3,0.2
100600,14656,345,3,0.0
100601,10558,214,4,0.0
100602,12606,366,4,0.2
100603,13120,490,3,0.0
100604,13704,454,5,0.15
100605,12692,323,2,0.15
100606,11995,408,1,0.15
100607,15049,335,4,0.0
100608,10475,406,5,0.15
100609,11768,210,4,0.15
100610,10042,414,2,0.0
100611,12652,536,5,0.2
100612,12096,113,3,0.05
100613,13993,225,2,0.15
100614,11987,415,4,0.0
100615,13866,267,5,0.05
100616,13658,153,5,0.05
100617,14824,286,1,0.1
100618,13518,376,1,0.05
100619,12269,547,1,0.15
100620,11645,452,3,0.2
100621,10940,110,5,0.15
100622,14439,510,5,0.1
100623,13310,247,4,0.05
100624,12986,577,3,0.1
100625,14937,417,1,0.15
100626,12028,433,5,0.15
100627,13128,218,1,0.15
100628,14990,518,2,0.2
100629,15435,440,3,0.15
100630,14134,528,1,0.15
100631,11365,588,3,0.05
100632,10851,118,5,0.2
100633,10231,477,2,0.05
100634,12500,326,4,0.1
100635,15462,212,2,0.0
100636,12305,172,3,0.05
100637,12482,244,2,0.2
100638,14305,204,5,0.05
100639,15321,315,3,0.0
100640,13712,580,3,0.05
100641,12904,177,5,0.0
100642,13466,126,1,0.2
100643,12769,330,4,0.05
100644,12893,293,2,0.2
100645,12084,550,4,0.2
100646,11239,203,4,0.1
100647,12075,305,5,0.1
100648,12066,511,1,0.05
100649,10630,360,4,0.05
100650,13209,333,3,0.2
100651,14675,151,1,0.1
100652,10903,568,5,0.05
100653,15946,231,4,0.05
100654,11054,443,5,0.05
100655,10123,166,2,0.1
100656,10957,500,5,0.05
100657,15097,302,3,0.2
100658,10987,384,5,0.05
100659,11252,400,1,0.15
100660,14434,246,2,0.0
100661,10991,358,3,0.2
100662,12321,562,2,0.05
100663,15557,528,3,0.15
100664,10902,504,2,0.1
100665,12087,412,4,0.2
100666,13993,476,5,0.2
100667,14522,204,1,0.05
100668,14710,251,1,0.1
100669,13581,218,4,0.05
100670,12803,416,2,0.15
100671,12205,299,5,0.0
100672,10872,529,4,0.1
100673,12825,403,2,0.0
100674,15990,434,5,0.15
100675,12903,521,2,0.2
100676,14731,492,1,0.15
100677,12504,598,5,0.0
100678,13404,489,1,0.1
100679,12192,379,1,0.05
100680,15551,205,5,0.0
100681,13883,110,4,0.1
100682,14583,213,2,0.0
100683,13208,127,5,0.2
100684,13659,199,1,0.2
100685,15993,357,2,0.05
100686,13098,427,5,0.2
100687,13079,595,4,0.15
100688,12639,471,5,0.05
100689,13087,236,5,0.0
100690,15552,495,3,0.15
100691,12947,326,2,0.1
100692,13472,227,5,0.0
100693,14303,216,1,0.2
100694,11625,512,1,0.0
100695,12958,390,3,0.2
100696,13288,271,1,0.15
100697,11526,312,5,0.15
100698,11483,512,2,0.15
100699,10259,533,3,0.05
100700,15449,289,3,0.2
100701,10454,590,4,0.0
100702,10799,521,4,0.0
100703,14471,487,2,0.0
100704,12512,365,2,0.05
100705,14171,600,3,0.05
100706,10242,314,5,0.2
100707,15137,189,5,0.05
100708,11713,230,4,0.15
100709,14219,123,2,0.0
100710,12003,279,2,0.15
100711,13328,501,5,0.05
100712,12282,509,4,0.0
100713,10497,560,5,0.1
100714,13112,511,5,0.15
100715,15242,120,3,0.1
100716,15570,429,2,0.2
100717,10727,571,3,0.15
100718,11832,520,3,0.0
100719,11822,512,5,0.0
100720,11817,342,4,0.1
100721,10092,340,5,0.0
100722,13433,129,4,0.15
100723,11970,345,2,0.05
100724,12385,220,1,0.05
100725,13680,526,2,0.0
100726,14609,414,5,0.2
100727,10603,474,4,0.15
100728,10428,132,1,0.2
100729,12020,240,4,0.1
100730,11457,258,4,0.0
100731,10007,160,1,0.1
100732,12435,239,1,0.2
100733,11374,457,2,0.15
100734,10641,312,3,0.2
100735,13763,239,1,0.05
100736,15218,468,3,0.2
100737,14006,211,3,0.2
100738,15163,586,3,0.2
100739,12231,593,3,0.2
100740,14661,436,1,0.15
100741,13812,351,4,0.0
100742,15793,199,1,0.15
100743,13307,278,1,0.1
100744,10446,101,5,0.05
100745,13942,189,5,0.0
100746,14296,213,2,0.05
100747,12996,383,3,0.05
100748,10513,216,3,0.0
100749,10990,132,5,0.0
100750,11402,362,4,0.1
100751,11813,141,2,0.15
100752,10546,520,4,0.0
100753,12534,267,5,0.1
100754,12010,443,4,0.2
100755,13433,321,3,0.0
100756,15902,514,5,0.15
100757,14086,314,4,0.2
100758,12216,413,2,0.2
100759,14986,495,2,0.2
100760,15027,446,1,0.2
100761,13666,571,5,0.05
100762,10828,231,5,0.15
100763,12185,148,5,0.1
100764,12163,234,3,0.0
100765,11276,107,3,0.1
100766,11517,144,5,0.05
100767,11313,587,4,0.2
100768,15169,417,3,0.0
100769,13524,538,5,0.15
100770,10516,535,3,0.0
100771,14784,186,1,0.0
100772,11020,148,2,0.1
100773,11296,598,1,0.2
100774,11050,590,5,0.15
100775,15190,417,2,0.0
100776,12341,453,4,0.05
100777,11258,524,5,0.05
100778,12279,487,4,0.2
100779,12986,514,4,0.0
100780,13870,340,3,0.2
100781,15706,252,3,0.0
100782,11145,551,2,0.15
100783,14614,358,2,0.05
100784,10706,144,3,0.1
100785,12425,268,2,0.2
100786,13572,375,1,0.15
100787,11935,291,5,0.05
100788,12485,252,1,0.15
100789,11746,150,5,0.1
100790,15765,376,3,0.0
100791,10970,413,1,0.0
100792,12547,595,4,0.15
100793,15294,469,1,0.15
100794,15783,406,2,0.2
100795,12648,195,1,0.15
100796,15629,342,3,0.0
100797,10778,205,3,0.15
100798,11334,542,2,0.05
100799,12118,515,5,0.05
100800,12389,521,2,0.0
100801,13104,463,5,0.15
100802,13115,449,3,0.15
100803,14214,360,3,0.15
100804,12937,542,5,0.05
100805,14111,238,1,0.0
100806,11346,419,1,0.2
100807,12042,520,2,0.05
100808,15007,283,3,0.0
100809,12675,583,1,0.0
100810,11556,157,3,0.2
100811,10690,340,2,0.1
100812,14870,569,4,0.2
100813,15711,527,3,0.2
100814,13453,205,4,0.0
100815,11535,165,3,0.1
100816,10120,590,5,0.1
100817,15833,240,4,0.15
100818,14160,162,5,0.2
100819,14556,252,5,0.2
100820,15846,230,2,0.1
100821,14055,531,2,0.1
100822,12853,226,1,0.1
100823,11614,540,4,0.0
100824,13034,312,1,0.0
100825,12784,500,4,0.0
100826,12937,262,2,0.2
100827,15660,305,2,0.1
100828,14064,502,2,0.0
100829,15078,129,4,0.15
100830,13889,282,2,0.1
100831,13785,151,1,0.1
100832,12627,335,5,0.1
100833,13545,114,4,0.0
100834,11150,450,5,0.05
100835,15068,158,1,0.15
100836,14803,519,3,0.15
100837,11710,237,2,0.05
100838,13159,228,1,0.15
100839,11367,137,3,0.0
100840,15943,594,4,0.1
100841,14050,459,1,0.05
100842,14491,368,4,0.1
100843,14580,185,5,0.15
100844,14762,310,5,0.2
100845,10456,239,4,0.15
100846,14306,127,5,0.15
100847,14621,444,5,0.05
100848,10676,333,2,0.1
100849,11002,271,4,0.05
100850,14072,278,4,0.0
100851,10896,454,3,0.1
100852,15100,120,2,0.0
100853,15696,497,1,0.0
100854,12355,403,2,0.05
100855,13094,364,1,0.15
100856,10060,585,4,0.2
100857,14482,297,2,0.15
100858,15532,427,3,0.15
100859,12765,164,5,0.1
100860,11795,144,1,0.05
100861,13263,344,5,0.1
100862,12530,112,4,0.2
100863,11943,461,4,0.05
100864,15687,360,4,0.15
100865,13488,396,5,0.0
100866,14892,503,4,0.15
100867,14988,538,4,0.15
100868,15379,357,5,0.05
100869,13422,475,4,0.15
100870,14697,335,1,0.2
100871,15342,347,2,0.15
100872,15533,241,1,0.0
100873,14079,406,4,0.05
100874,11374,281,4,0.2
100875,13554,600,4,0.05
100876,13673,526,4,0.0
100877,11083,465,5,0.1
100878,14248,253,2,0.2
100879,10934,144,5,0.0
100880,12588,209,5,0.1
100881,15438,198,4,0.0
100882,14086,327,1,0.1
100883,10558,545,1,0.1
100884,15594,181,3,0.05
100885,15966,318,2,0.15
100886,14714,249,3,0.15
100887,15916,535,5,0.0
100888,14120,176,3,0.1
100889,11543,180,3,0.15
100890,15095,152,3,0.0
100891,12383,163,2,0.0
100892,15553,184,1,0.2
100893,14099,538,1,0.05
100894,11008,494,3,0.05
100895,11282,443,2,0.1
100896,14359,467,1,0.15
100897,10121,578,4,0.1
100898,15840,355,1,0.15
100899,14117,159,1,0.15
100900,10905,108,2,0.15
100901,10140,407,2,0.15
100902,11816,489,1,0.15
100903,15409,176,4,0.2
100904,14302,526,4,0.2
100905,14139,178,3,0.15
100906,11029,224,3,0.0
100907,12255,112,1,0.0
100908,15959,380,1,0.05
100909,10345,145,1,0.15
100910,15262,153,4,0.0
100911,12420,281,5,0.05
100912,13304,501,3,0.0
100913,13236,549,3,0.05
100914,12595,474,5,0.1
100915,11388,334,1,0.0
100916,14018,286,3,0.15
100917,10984,393,4,0.15
100918,14431,175,5,0.2
100919,12123,526,4,0.1
100920,15420,298,1,0.1
100921,12995,179,3,0.0
100922,12901,333,4,0.05
100923,10776,268,5,0.2
100924,13919,123,1,0.1
100925,14982,507,3,0.1
100926,10736,586,3,0.15
100927,15148,330,1,0.15
100928,11487,405,1,0.05
100929,10396,484,1,0.0
100930,14779,560,4,0.05
100931,12002,235,2,0.0
100932,13448,393,3,0.2
100933,10364,500,4,0.1
100934,13288,138,5,0.05
100935,11855,332,3,0.0
100936,15878,455,2,0.2
100937,14189,268,5,0.05
100938,15695,385,3,0.1
100939,14362,203,2,0.2
100940,15131,245,1,0.15
100941,15210,343,2,0.1
100942,10744,574,3,0.15
100943,10374,248,2,0.2
100944,15906,466,3,0.2
100945,14190,253,3,0.15
100946,14128,416,2,0.0
100947,13735,522,2,0.2
100948,14085,419,5,0.05
100949,10140,395,5,0.05
100950,15690,226,4,0.2
100951,13021,292,3,0.15
100952,13293,585,5,0.15
100953,15339,183,4,0.1
100954,11565,121,3,0.15
100955,15679,388,4,0.0
100956,10058,384,5,0.0
100957,13497,459,4,0.05
100958,15395,589,2,0.2
100959,12188,368,4,0.05
100960,15143,221,1,0.2
100961,12949,211,1,0.05
100962,14474,179,4,0.2
100963,15018,448,1,0.2
100964,10373,476,4,0.05
100965,13135,185,4,0.1
100966,11588,180,4,0.0
100967,10778,251,1,0.15
100968,15462,344,3,0.0
100969,14263,318,4,0.15
100970,13223,115,4,0.2
100971,13679,201,2,0.05
100972,14680,368,2,0.05
100973,12549,488,5,0.15
100974,12944,135,1,0.05
100975,10999,451,3,0.05
100976,10560,545,4,0.05
100977,13344,383,4,0.0
100978,13502,225,1,0.05
100979,14015,324,5,0.1
100980,15108,261,5,0.15
100981,13679,113,2,0.0
100982,14329,265,1,0.0
100983,14656,528,5,0.2
100984,15328,358,5,0.2
100985,15859,522,3,0.05
100986,15621,393,2,0.0
100987,10921,543,2,0.0
100988,11243,214,2,0.05
100989,10081,220,5,0.15
100990,13621,169,4,0.0
100991,12662,374,5,0.2
100992,14799,148,5,0.05
100993,10541,437,1,0.0
100994,15946,422,2,0.2
100995,11275,533,2,0.1
100996,12786,462,3,0.0
100997,13487,158,2,0.05
