order_id,customer_id,order_date,status,shipping_cost
10098,1146,2024-04-20,Shipped,103.68
10099,2642,2024-07-23,Delivered,85.77
10100,2799,2024-09-12,Delivered,104.17
10101,2320,2024-11-02,Cancelled,29.55
10102,1582,2024-05-23,Shipped,18.23
10103,1470,2024-05-25,Delivered,113.11
10104,2530,2024-10-27,Delivered,30.51
10105,1193,2024-06-12,Delivered,100.01
10106,2092,2024-06-17,Delivered,101.44
10107,1494,2024-10-24,Shipped,89.41
10108,2841,2024-08-20,Shipped,28.78
10109,1052,2024-09-27,Delivered,85.08
10110,1882,2024-02-29,Shipped,108.35
10111,1363,2024-10-22,Delivered,59.68
10112,2821,2024-08-22,Delivered,58.42
10113,1917,2024-06-13,Delivered,61.5
10114,1474,2024-07-12,Cancelled,23.64
10115,2870,2024-08-21,Shipped,108.66
10116,1521,2024-07-01,Delivered,106.26
10117,2787,2024-11-28,Delivered,119.78
10118,2455,2024-08-19,Pending,76.44
10119,2868,2024-12-26,Delivered,93.88
10120,2322,2024-04-16,Delivered,36.28
10121,2459,2024-08-10,Cancelled,85.09
10122,2720,2024-03-20,Pending,83.22
10123,1691,2024-08-21,Delivered,109.63
10124,2222,2024-07-02,Delivered,102.23
10125,2152,2024-07-03,Delivered,113.54
10126,1532,2024-05-13,Delivered,106.23
10127,2435,2024-08-07,Cancelled,106.21
10128,2958,2024-10-14,Delivered,21.69
10129,1840,2024-12-29,Pending,103.83
10130,2089,2024-07-20,Delivered,78.79
10131,2718,2024-05-25,Delivered,54.95
10132,1241,2024-11-19,Delivered,20.93
10133,2393,2024-05-06,Shipped,86.16
10134,1536,2024-05-14,Delivered,49.46
10135,2408,2024-04-23,Delivered,64.12
10136,2455,2024-09-20,Delivered,86.58
10137,2991,2024-03-04,Delivered,110.74
10138,1083,2024-05-14,Delivered,101.67
10139,1982,2024-02-10,Delivered,62.31
10140,2855,2024-10-22,Delivered,55.72
10141,2721,2024-01-03,Delivered,40.18
10142,1951,2024-07-12,Delivered,54.1
10143,2852,2024-04-19,Delivered,26.66
10144,1611,2024-08-08,Delivered,116.97
10145,1574,2024-01-04,Delivered,75.26
10146,1286,2024-08-31,Delivered,28.42
10147,1989,2024-06-14,Shipped,52.04
10148,2558,2024-01-26,Delivered,72.44
10149,1459,2024-01-17,Delivered,70.95
10150,2236,2024-08-03,Delivered,18.73
10151,1126,2024-04-01,Pending,114.84
10152,2437,2024-01-31,Shipped,43.91
10153,2523,2024-07-23,Delivered,16.7
10154,1425,2024-07-25,Delivered,23.03
10155,1554,2024-04-16,Delivered,75.92
10156,1610,2024-05-25,Cancelled,29.47
10157,2985,2024-04-10,Shipped,19.38
10158,2567,2024-11-13,Delivered,54.86
10159,2182,2024-08-28,Shipped,80.39
10160,1112,2024-09-03,Shipped,26.74
10161,1402,2024-06-11,Delivered,47.9
10162,2783,2024-06-21,Delivered,58.86
10163,1122,2024-02-04,Delivered,31.74
10164,1273,2024-10-10,Delivered,68.14
10165,2318,2024-12-24,Shipped,23.95
10166,1398,2024-12-23,Delivered,19.88
10167,1471,2024-01-21,Shipped,69.58
10168,1985,2024-11-03,Cancelled,41.03
10169,2231,2024-06-11,Delivered,25.01
10170,2134,2024-04-06,Delivered,59.51
10171,2464,2024-11-02,Shipped,111.09
10172,2302,2024-12-04,Shipped,91.04
10173,2987,2024-02-24,Shipped,100.64
10174,2592,2024-11-28,Delivered,106.55
10175,2911,2024-05-06,Delivered,117.13
10176,2939,2024-07-11,Delivered,95.14
10177,1569,2024-08-30,Cancelled,78.88
10178,2964,2024-12-14,Delivered,53.37
10179,2506,2024-03-28,Pending,34.07
10180,2827,2024-12-01,Delivered,87.1
10181,2138,2024-08-02,Cancelled,119.47
10182,2917,2024-04-01,Delivered,64.07
10183,1897,2024-10-29,Delivered,90.99
10184,1820,2024-08-22,Delivered,66.98
10185,1853,2024-07-02,Delivered,60.35
10186,2501,2024-02-07,Delivered,58.08
10187,1710,2024-05-18,Delivered,67.99
10188,2957,2024-07-13,Delivered,53.52
10189,1321,2024-01-15,Delivered,93.62
10190,1179,2024-09-13,Shipped,106.8
10191,1897,2024-05-14,Delivered,107.7
10192,1219,2024-01-01,Delivered,38.91
10193,1789,2024-02-18,Pending,109.07
10194,2973,2024-04-05,Delivered,50.86
10195,2552,2024-07-19,Cancelled,47.48
10196,1492,2024-01-26,Delivered,91.31
10197,2915,2024-12-08,Delivered,46.99
10198,1061,2024-08-22,Delivered,20.56
10199,2078,2024-12-14,Delivered,54.23
10200,2704,2024-08-31,Delivered,90.75
10201,1538,2024-12-23,Delivered,49.33
10202,1848,2024-11-22,Delivered,81.1
10203,1988,2024-12-16,Delivered,84.31
10204,1065,2024-02-20,Delivered,92.04
10205,2636,2024-03-21,Delivered,109.2
10206,1586,2024-02-05,Delivered,60.42
10207,2728,2024-03-07,Delivered,32.48
10208,1171,2024-05-08,Delivered,48.49
10209,2297,2024-06-03,Delivered,60.38
10210,2913,2024-09-01,Delivered,89.96
10211,2723,2024-04-20,Delivered,16.38
10212,1535,2024-06-16,Delivered,48.16
10213,2415,2024-05-21,Delivered,96.88
10214,2964,2024-12-21,Delivered,85.44
10215,1693,2024-07-15,Delivered,91.83
10216,2351,2024-04-18,Delivered,100.24
10217,1108,2024-03-19,Delivered,97.24
10218,2871,2024-06-09,Delivered,86.63
10219,2186,2024-01-19,Delivered,61.16
10220,1814,2024-05-06,Pending,118.28
10221,2005,2024-07-23,Shipped,74.75
10222,1452,2024-01-29,Delivered,36.29
10223,2230,2024-07-25,Delivered,45.75
10224,1590,2024-10-06,Delivered,87.82
10225,2040,2024-05-30,Pending,112.1
10226,1327,2024-08-27,Delivered,33.77
10227,1608,2024-09-22,Cancelled,23.65
10228,1659,2024-06-30,Delivered,107.56
10229,1002,2024-04-14,Delivered,111.1
10230,2034,2024-08-23,Delivered,44.02
10231,1434,2024-06-21,Delivered,54.62
10232,1125,2024-06-06,Delivered,84.32
10233,2105,2024-06-20,Delivered,49.64
10234,1485,2024-11-06,Delivered,107.1
10235,1652,2024-06-05,Pending,26.3
10236,2862,2024-09-14,Delivered,18.99
10237,2174,2024-06-12,Delivered,36.89
10238,1800,2024-05-26,Delivered,45.04
10239,1873,2024-06-02,Shipped,26.86
10240,2364,2024-02-07,Shipped,21.9
10241,1129,2024-05-10,Delivered,94.34
10242,1438,2024-12-23,Delivered,32.25
10243,1751,2024-09-11,Delivered,110.96
10244,1501,2024-07-26,Delivered,53.64
10245,2082,2024-04-04,Delivered,85.41
10246,2222,2024-12-13,Pending,38.67
10247,1211,2024-11-22,Delivered,40.23
10248,2938,2024-06-19,Delivered,75.34
10249,1902,2024-09-06,Delivered,73.87
10250,1045,2024-07-08,Shipped,95.72
10251,2121,2024-07-17,Delivered,94.57
10252,2303,2024-08-08,Delivered,85.42
10253,1535,2024-01-24,Delivered,62.16
10254,2434,2024-08-31,Delivered,108.52
10255,1461,2024-11-19,Shipped,80.37
10256,1391,2024-05-07,Delivered,118.97
10257,2871,2024-04-02,Shipped,101.03
10258,2068,2024-10-26,Delivered,19.65
10259,1027,2024-05-12,Delivered,48.66
10260,1794,2024-02-24,Pending,75.05
10261,2121,2024-06-06,Delivered,90.75
10262,1975,2024-01-29,Delivered,72.79
10263,1548,2024-07-29,Delivered,97.54
10264,1621,2024-06-02,Delivered,44.68
10265,1567,2024-10-19,Delivered,34.31
10266,1704,2024-08-09,Cancelled,20.66
10267,2243,2024-04-24,Cancelled,75.2
10268,1185,2024-06-06,Delivered,87.3
10269,2093,2024-09-15,Delivered,49.25
10270,2853,2024-09-07,Delivered,79.43
10271,2154,2024-05-01,Delivered,20.48
10272,2591,2024-10-25,Delivered,25.43
10273,2914,2024-09-19,Delivered,88.68
10274,2633,2024-02-18,Delivered,53.65
10275,1848,2024-11-24,Delivered,85.49
10276,1599,2024-10-23,Delivered,102.33
10277,1806,2024-12-27,Delivered,104.53
10278,2655,2024-03-17,Shipped,33.08
10279,2744,2024-05-06,Delivered,66.06
10280,2358,2024-07-15,Delivered,92.06
10281,2949,2024-08-08,Delivered,96.27
10282,2178,2024-03-31,Delivered,97.39
10283,2571,2024-01-08,Delivered,38.96
10284,1079,2024-02-01,Delivered,35.22
10285,1579,2024-11-15,Cancelled,76.95
10286,2879,2024-09-25,Delivered,92.81
10287,1413,2024-07-09,Delivered,48.51
10288,1546,2024-12-14,Delivered,25.99
10289,2633,2024-06-11,Cancelled,90.26
10290,1169,2024-03-01,Shipped,46.47
10291,1681,2024-09-20,Pending,32.47
10292,2687,2024-10-11,Delivered,30.51
10293,1583,2024-04-04,Cancelled,48.07
10294,1515,2024-02-10,Delivered,77.23
10295,2338,2024-05-28,Delivered,52.63
10296,1032,2024-07-22,Pending,17.17
10297,1287,2024-09-23,Pending,25.18
10298,1594,2024-01-02,Delivered,45.5
10299,2067,2024-06-26,Delivered,84.27
10300,2927,2024-07-12,Delivered,25.34
10301,1617,2024-12-01,Delivered,73.87
10302,2025,2024-07-14,Delivered,27.59
10303,2597,2024-12-08,Cancelled,37.22
10304,1270,2024-09-05,Delivered,33.08
10305,2204,2024-07-30,Shipped,22.06
10306,2760,2024-06-01,Shipped,85.49
10307,1518,2024-06-06,Delivered,63.66
10308,2127,2024-12-27,Shipped,102.26
10309,2034,2024-05-18,Delivered,25.38
10310,1583,2024-08-08,Delivered,30.2
10311,2114,2024-09-29,Delivered,47.18
10312,1226,2024-06-02,Delivered,95.42
10313,1670,2024-09-05,Shipped,47.1
10314,2764,2024-10-05,Cancelled,57.88
10315,1917,2024-10-30,Delivered,46.67
10316,1126,2024-10-02,Shipped,23.42
10317,1956,2024-01-02,Delivered,113.64
10318,2233,2024-03-28,Shipped,72.6
10319,2121,2024-10-13,Delivered,97.72
10320,1074,2024-05-09,Delivered,84.13
10321,2651,2024-03-18,Delivered,69.0
10322,2215,2024-09-16,Delivered,24.42
10323,2706,2024-08-28,Delivered,82.49
10324,2843,2024-05-20,Pending,31.31
10325,2984,2024-08-15,Delivered,58.51
10326,2740,2024-06-11,Pending,81.06
10327,1056,2024-08-23,Shipped,97.13
10328,1720,2024-05-07,Delivered,86.93
10329,1553,2024-07-18,Delivered,85.51
10330,1032,2024-01-31,Shipped,30.65
10331,2551,2024-05-17,Delivered,51.34
10332,1574,2024-01-21,Delivered,19.51
10333,1667,2024-08-21,Delivered,90.55
10334,1284,2024-07-20,Delivered,115.02
10335,2745,2024-10-05,Cancelled,42.73
10336,2856,2024-05-10,Delivered,24.21
10337,2518,2024-05-27,Delivered,64.93
10338,1187,2024-01-29,Delivered,104.95
10339,1498,2024-12-26,Shipped,72.96
10340,2466,2024-11-03,Shipped,19.91
10341,1130,2024-06-10,Delivered,117.3
10342,1639,2024-12-22,Delivered,102.01
10343,2316,2024-12-05,Delivered,28.82
10344,1114,2024-03-01,Delivered,111.79
10345,2223,2024-05-04,Delivered,62.32
10346,1013,2024-03-11,Cancelled,54.05
10347,2295,2024-11-21,Delivered,63.41
10348,2625,2024-12-29,Delivered,102.63
10349,2239,2024-08-30,Pending,84.25
10350,1444,2024-09-05,Delivered,21.22
10351,2814,2024-08-08,Delivered,115.55
10352,2536,2024-01-21,Delivered,30.52
10353,1447,2024-03-22,Delivered,93.28
10354,1986,2024-12-09,Pending,81.79
10355,1993,2024-01-10,Delivered,34.69
10356,1715,2024-01-12,Delivered,32.93
10357,1074,2024-09-19,Delivered,106.38
10358,1537,2024-05-24,Pending,59.07
10359,1101,2024-07-10,Delivered,83.73
10360,1176,2024-09-06,Delivered,67.93
10361,1427,2024-04-23,Cancelled,91.37
10362,2141,2024-01-26,Delivered,65.32
10363,2190,2024-09-27,Shipped,45.17
10364,1041,2024-02-02,Delivered,53.16
10365,1429,2024-03-02,Delivered,105.2
10366,1344,2024-08-16,Delivered,64.14
10367,2448,2024-10-29,Delivered,37.41
10368,1366,2024-04-04,Delivered,113.13
10369,2144,2024-02-04,Delivered,98.64
10370,1609,2024-07-11,Delivered,20.84
10371,1657,2024-03-16,Delivered,119.89
10372,1728,2024-09-05,Delivered,87.97
10373,1229,2024-03-23,Cancelled,31.83
10374,1825,2024-01-25,Delivered,39.9
10375,2154,2024-02-26,Cancelled,87.71
10376,2376,2024-02-01,Delivered,96.87
10377,1889,2024-11-14,Delivered,40.1
10378,2342,2024-01-12,Delivered,41.98
10379,1984,2024-11-14,Shipped,47.25
10380,2673,2024-11-28,Shipped,77.79
10381,1836,2024-04-01,Delivered,33.04
10382,2361,2024-01-01,Pending,25.95
10383,2297,2024-11-21,Delivered,86.28
10384,1117,2024-05-15,Delivered,96.81
10385,1818,2024-07-14,Cancelled,67.6
10386,1368,2024-05-12,Pending,53.2
10387,2118,2024-03-26,Cancelled,60.36
10388,1168,2024-10-21,Delivered,55.78
10389,1954,2024-10-05,Delivered,115.8
10390,2739,2024-11-19,Delivered,95.65
10391,2365,2024-06-28,Delivered,36.85
10392,1661,2024-01-04,Shipped,55.34
10393,2938,2024-05-05,Delivered,72.12
10394,1695,2024-06-23,Delivered,79.36
10395,1925,2024-09-07,Delivered,64.16
10396,1152,2024-01-21,Delivered,100.06
10397,1586,2024-04-14,Delivered,95.6
10398,2901,2024-03-06,Delivered,68.04
10399,1913,2024-09-19,Shipped,104.72
10400,1274,2024-02-18,Delivered,93.86
10401,2578,2024-01-16,Shipped,96.75
10402,1496,2024-05-24,Delivered,115.42
10403,2748,2024-12-05,Delivered,42.98
10404,1101,2024-09-06,Delivered,43.1
10405,1557,2024-12-08,Pending,108.34
10406,2106,2024-12-19,Delivered,96.08
10407,2553,2024-03-15,Delivered,112.29
10408,1073,2024-10-16,Delivered,21.63
10409,2038,2024-10-08,Delivered,80.91
10410,2457,2024-03-06,Shipped,30.19
10411,1157,2024-05-04,Shipped,67.91
10412,1735,2024-11-14,Delivered,31.35
10413,1132,2024-03-27,Delivered,28.45
10414,2362,2024-02-10,Shipped,16.28
10415,2019,2024-07-04,Delivered,81.18
10416,2428,2024-12-19,Delivered,52.7
10417,2400,2024-11-30,Delivered,26.04
10418,2912,2024-09-22,Delivered,48.9
10419,1559,2024-09-27,Delivered,32.74
10420,1107,2024-02-11,Shipped,113.88
10421,2644,2024-04-02,Delivered,48.6
10422,1265,2024-07-03,Delivered,50.07
10423,2229,2024-08-02,Shipped,103.19
10424,2103,2024-01-17,Delivered,83.01
10425,1155,2024-09-21,Delivered,89.57
10426,2807,2024-04-23,Delivered,81.78
10427,1988,2024-10-18,Delivered,114.35
10428,1997,2024-10-18,Pending,36.74
10429,1247,2024-02-17,Shipped,118.85
10430,1531,2024-11-02,Delivered,102.25
10431,1858,2024-04-06,Shipped,76.84
10432,2972,2024-04-04,Delivered,84.55
10433,1538,2024-11-21,Pending,83.13
10434,1729,2024-03-14,Delivered,21.13
10435,2178,2024-12-01,Delivered,37.89
10436,1154,2024-03-08,Delivered,115.95
10437,2710,2024-09-02,Delivered,71.11
10438,1092,2024-03-17,Delivered,54.73
10439,2457,2024-07-26,Delivered,95.01
10440,1338,2024-09-10,Shipped,70.07
10441,2504,2024-08-08,Delivered,16.38
10442,2717,2024-09-18,Cancelled,92.3
10443,2155,2024-11-26,Delivered,91.88
10444,1450,2024-12-09,Delivered,32.34
10445,1810,2024-09-15,Pending,115.45
10446,1787,2024-11-03,Delivered,38.51
10447,1273,2024-03-14,Pending,63.06
10448,2953,2024-05-04,Shipped,27.05
10449,1588,2024-07-06,Delivered,78.34
10450,1177,2024-09-10,Delivered,54.42
10451,2720,2024-11-16,Delivered,52.08
10452,1831,2024-11-03,Delivered,101.83
10453,1643,2024-08-22,Delivered,16.0
10454,2899,2024-09-06,Shipped,98.78
10455,2073,2024-11-27,Delivered,75.0
10456,1567,2024-12-10,Delivered,118.54
10457,1666,2024-03-12,Delivered,76.89
10458,2379,2024-08-22,Cancelled,20.81
10459,2736,2024-11-19,Delivered,20.32
10460,2332,2024-06-04,Delivered,107.73
10461,1868,2024-04-24,Delivered,103.33
10462,2909,2024-11-08,Cancelled,51.32
10463,2654,2024-08-15,Cancelled,79.89
10464,2799,2024-11-17,Delivered,66.41
10465,2070,2024-12-11,Pending,116.55
10466,1302,2024-09-01,Delivered,114.75
10467,1868,2024-11-01,Cancelled,118.3
10468,1912,2024-01-14,Delivered,105.98
10469,1408,2024-01-16,Delivered,110.5
10470,2213,2024-02-11,Delivered,37.81
10471,1822,2024-04-19,Delivered,102.26
10472,2854,2024-10-04,Shipped,89.43
10473,2153,2024-11-19,Delivered,116.09
10474,1561,2024-01-19,Cancelled,74.98
10475,2561,2024-03-06,Delivered,23.94
10476,2290,2024-06-15,Delivered,77.73
10477,2142,2024-03-13,Delivered,87.09
10478,1464,2024-11-05,Delivered,38.13
10479,1144,2024-04-21,Shipped,56.38
10480,1442,2024-09-30,Delivered,77.84
10481,2224,2024-03-25,Delivered,54.28
10482,2181,2024-05-18,Delivered,54.37
10483,1487,2024-02-08,Delivered,28.97
10484,1860,2024-04-14,Cancelled,113.78
10485,2158,2024-11-19,Delivered,93.8
10486,2936,2024-10-07,Pending,15.13
10487,1148,2024-05-02,Delivered,95.39
10488,2360,2024-08-05,Delivered,92.68
10489,2095,2024-03-01,Cancelled,16.02
10490,2257,2024-04-09,Delivered,53.81
10491,2358,2024-11-02,Delivered,78.71
10492,1811,2024-12-19,Delivered,62.54
10493,1666,2024-07-22,Delivered,96.69
10494,1090,2024-09-14,Shipped,59.67
10495,2358,2024-01-05,Delivered,31.16
10496,1199,2024-07-15,Pending,117.52
10497,2185,2024-06-28,Delivered,40.41
10498,1538,2024-12-07,Delivered,90.36
10499,2145,2024-05-12,Delivered,30.03
10500,1301,2024-11-19,Delivered,49.55
10501,1724,2024-09-09,Cancelled,61.41
10502,2599,2024-09-21,Delivered,35.18
10503,1963,2024-04-02,Delivered,62.25
10504,2460,2024-05-29,Pending,31.5
10505,1068,2024-05-17,Shipped,73.7
10506,2789,2024-07-26,Delivered,84.69
10507,2946,2024-05-04,Shipped,21.56
10508,1459,2024-08-21,Delivered,106.47
10509,2538,2024-03-01,Delivered,34.44
10510,1398,2024-11-02,Delivered,38.66
10511,1620,2024-09-22,Delivered,84.44
10512,2310,2024-05-13,Delivered,64.22
10513,2585,2024-11-13,Delivered,67.44
10514,2164,2024-04-22,Delivered,28.46
10515,1730,2024-07-09,Shipped,99.6
10516,1556,2024-07-05,Cancelled,79.79
10517,2953,2024-11-14,Shipped,29.22
10518,1781,2024-03-29,Delivered,54.27
10519,2614,2024-07-05,Delivered,100.09
10520,2752,2024-11-02,Delivered,74.68
10521,1894,2024-05-11,Delivered,26.41
10522,1610,2024-12-25,Delivered,54.14
10523,1748,2024-05-02,Delivered,40.48
10524,1282,2024-02-17,Shipped,69.33
10525,1661,2024-10-14,Delivered,103.55
10526,1924,2024-06-27,Delivered,60.81
10527,2840,2024-06-28,Delivered,60.5
10528,1996,2024-04-08,Delivered,110.06
10529,2960,2024-11-25,Delivered,75.5
10530,2602,2024-02-03,Delivered,74.45
10531,1746,2024-03-10,Delivered,42.5
10532,2481,2024-06-19,Delivered,78.81
10533,1087,2024-12-31,Delivered,75.47
10534,2103,2024-09-28,Shipped,56.67
10535,2229,2024-02-28,Pending,119.02
10536,1791,2024-06-29,Delivered,107.6
10537,2361,2024-01-19,Delivered,93.71
10538,2278,2024-08-13,Shipped,71.42
10539,1304,2024-04-04,Delivered,63.52
10540,2404,2024-10-23,Delivered,34.41
10541,1130,2024-03-21,Delivered,47.1
10542,1596,2024-06-23,Delivered,96.27
10543,2300,2024-08-09,Shipped,62.64
10544,2723,2024-04-12,Shipped,107.64
10545,1558,2024-02-23,Delivered,30.53
10546,1899,2024-07-01,Delivered,68.38
10547,2207,2024-12-16,Delivered,82.93
10548,2292,2024-11-13,Delivered,69.27
10549,2832,2024-12-20,Cancelled,108.37
10550,2346,2024-12-14,Delivered,118.9
10551,2536,2024-11-16,Delivered,27.16
10552,2636,2024-03-08,Shipped,28.65
10553,1078,2024-01-28,Shipped,28.68
10554,1784,2024-09-30,Shipped,86.52
10555,2363,2024-10-08,Delivered,54.13
10556,1674,2024-12-25,Delivered,92.0
10557,2580,2024-11-06,Delivered,57.57
10558,2533,2024-04-28,Delivered,80.9
10559,1238,2024-05-13,Cancelled,95.84
10560,2158,2024-05-08,Delivered,72.56
10561,2997,2024-01-08,Cancelled,71.65
10562,2216,2024-02-20,Delivered,24.26
10563,2380,2024-12-06,Pending,58.13
10564,1278,2024-10-07,Delivered,72.31
10565,2042,2024-06-23,Cancelled,63.51
10566,1524,2024-07-01,Delivered,109.58
10567,1180,2024-07-10,Delivered,110.19
10568,1123,2024-09-05,Shipped,101.3
10569,2270,2024-08-22,Delivered,54.41
10570,2758,2024-03-23,Delivered,90.32
10571,2397,2024-04-02,Cancelled,56.51
10572,2075,2024-11-07,Delivered,39.42
10573,2095,2024-09-24,Delivered,51.0
10574,1480,2024-04-29,Delivered,22.45
10575,2584,2024-03-11,Shipped,49.84
10576,2043,2024-01-17,Delivered,63.38
10577,2798,2024-09-09,Delivered,115.33
10578,1084,2024-05-01,Delivered,47.91
10579,2179,2024-01-10,Delivered,109.76
10580,1565,2024-10-13,Delivered,39.03
10581,1619,2024-11-11,Delivered,35.05
10582,1357,2024-11-21,Delivered,69.49
10583,1816,2024-09-29,Delivered,85.61
10584,1647,2024-11-01,Delivered,19.65
10585,1443,2024-10-19,Delivered,38.21
10586,2093,2024-07-28,Delivered,62.85
10587,1523,2024-08-05,Delivered,49.76
10588,1143,2024-08-28,Delivered,89.83
10589,1192,2024-07-18,Delivered,68.67
10590,2411,2024-08-03,Delivered,31.84
10591,1378,2024-07-23,Shipped,108.92
10592,1581,2024-08-03,Delivered,45.76
10593,1535,2024-03-20,Delivered,91.77
10594,2717,2024-09-23,Delivered,96.89
10595,2317,2024-02-04,Delivered,116.13
10596,2033,2024-10-15,Pending,67.34
10597,2295,2024-01-18,Delivered,79.66
10598,2411,2024-06-13,Delivered,50.16
10599,1093,2024-01-13,Delivered,86.21
10600,2990,2024-07-20,Delivered,63.66
10601,1529,2024-08-16,Delivered,60.95
10602,2178,2024-12-11,Delivered,104.82
10603,1405,2024-12-31,Pending,20.27
10604,1840,2024-01-01,Delivered,107.61
10605,2173,2024-11-14,Delivered,104.47
10606,1889,2024-08-04,Delivered,68.17
10607,2291,2024-02-03,Delivered,66.47
10608,1422,2024-12-24,Delivered,52.99
10609,2864,2024-09-22,Delivered,119.39
10610,2642,2024-05-07,Delivered,26.67
10611,1472,2024-07-30,Delivered,76.97
10612,1893,2024-09-19,Pending,86.58
10613,1547,2024-11-07,Delivered,113.1
10614,1631,2024-03-20,Shipped,96.92
10615,2550,2024-06-13,Delivered,82.6
10616,2527,2024-09-08,Delivered,27.27
10617,2038,2024-01-12,Pending,54.24
10618,1778,2024-10-30,Delivered,29.58
10619,2676,2024-07-30,Shipped,107.53
10620,2830,2024-10-08,Shipped,93.71
10621,1364,2024-04-21,Delivered,94.54
10622,1119,2024-07-29,Delivered,83.49
10623,2262,2024-08-26,Delivered,68.24
10624,1546,2024-09-24,Cancelled,30.75
10625,2193,2024-10-24,Shipped,49.62
10626,1522,2024-11-12,Delivered,29.38
10627,1634,2024-02-27,Delivered,91.12
10628,2937,2024-02-03,Delivered,31.82
10629,2681,2024-09-19,Delivered,88.72
10630,1963,2024-12-30,Delivered,87.69
10631,1958,2024-02-04,Delivered,63.23
10632,2759,2024-09-27,Delivered,29.2
10633,1883,2024-08-14,Delivered,48.05
10634,2793,2024-01-25,Shipped,48.61
