customer_id,customer_name,city,membership
1101,Customer_1101,Kolkata,Gold
1102,Customer_1102,Kolkata,Silver
1103,Customer_1103,Delhi,Bronze
1104,Customer_1104,Bangalore,Silver
1105,Customer_1105,Delhi,Bronze
1106,Customer_1106,Pune,Silver
1107,Customer_1107,Mumbai,Silver
1108,Customer_1108,Hyderabad,Silver
1109,Customer_1109,Ahmedabad,Gold
1110,Customer_1110,Chennai,Silver
1111,Customer_1111,Chennai,Silver
1112,Customer_1112,Delhi,Platinum
1113,Customer_1113,Pune,Silver
1114,Customer_1114,Mumbai,Gold
1115,Customer_1115,Jaipur,Silver
1116,Customer_1116,Chennai,Silver
1117,Customer_1117,Mumbai,Gold
1118,Customer_1118,Hyderabad,Gold
1119,Customer_1119,Lucknow,Gold
1120,Customer_1120,Pune,Bronze
1121,Customer_1121,Bangalore,Platinum
1122,Customer_1122,Mumbai,Bronze
1123,Customer_1123,Hyderabad,Gold
1124,Customer_1124,Jaipur,Bronze
1125,Customer_1125,Ahmedabad,Bronze
1126,Customer_1126,Bangalore,Gold
1127,Customer_1127,Ahmedabad,Silver
1128,Customer_1128,Jaipur,Gold
1129,Customer_1129,Hyderabad,Silver
1130,Customer_1130,Chennai,Platinum
1131,Customer_1131,Ahmedabad,Platinum
1132,Customer_1132,Bangalore,Platinum
1133,Customer_1133,Delhi,Gold
1134,Customer_1134,Kolkata,Gold
1135,Customer_1135,Mumbai,Silver
1136,Customer_1136,Chennai,Bronze
1137,Customer_1137,Ahmedabad,Gold
1138,Customer_1138,Lucknow,Silver
1139,Customer_1139,Mumbai,Gold
1140,Customer_1140,Delhi,Silver
1141,Customer_1141,Jaipur,Bronze
1142,Customer_1142,Kolkata,Bronze
1143,Customer_1143,Hyderabad,Bronze
1144,Customer_1144,Delhi,Platinum
1145,Customer_1145,Delhi,Silver
1146,Customer_1146,Jaipur,Silver
1147,Customer_1147,Pune,Gold
1148,Customer_1148,Jaipur,Bronze
1149,Customer_1149,Pune,Platinum
1150,Customer_1150,Pune,Silver
1151,Customer_1151,Chennai,Gold
1152,Customer_1152,Chennai,Gold
1153,Customer_1153,Bangalore,Silver
1154,Customer_1154,Ahmedabad,Silver
1155,Customer_1155,Ahmedabad,Gold
1156,Customer_1156,Hyderabad,Gold
1157,Customer_1157,Ahmedabad,Silver
1158,Customer_1158,Chennai,Platinum
1159,Customer_1159,Bangalore,Gold
1160,Customer_1160,Bangalore,Bronze
1161,Customer_1161,Pune,Silver
1162,Customer_1162,Jaipur,Gold
1163,Customer_1163,Hyderabad,Silver
1164,Customer_1164,Pune,Silver
1165,Customer_1165,Jaipur,Bronze
1166,Customer_1166,Ahmedabad,Silver
1167,Customer_1167,Pune,Gold
1168,Customer_1168,Mumbai,Gold
1169,Customer_1169,Ahmedabad,Gold
1170,Customer_1170,Jaipur,Silver
1171,Customer_1171,Hyderabad,Platinum
1172,Customer_1172,Jaipur,Silver
1173,Customer_1173,Pune,Gold
1174,Customer_1174,Pune,Gold
1175,Customer_1175,Delhi,Bronze
1176,Customer_1176,Hyderabad,Gold
1177,Customer_1177,Lucknow,Platinum
1178,Customer_1178,Ahmedabad,Silver
1179,Customer_1179,Bangalore,Platinum
1180,Customer_1180,Hyderabad,Silver
1181,Customer_1181,Bangalore,Silver
1182,Customer_1182,Hyderabad,Gold
1183,Customer_1183,Hyderabad,Silver
1184,Customer_1184,Jaipur,Silver
1185,Customer_1185,Hyderabad,Gold
1186,Customer_1186,Delhi,Platinum
1187,Customer_1187,Lucknow,Gold
1188,Customer_1188,Pune,Bronze
1189,Customer_1189,Kolkata,Gold
1190,Customer_1190,Bangalore,Silver
1191,Customer_1191,Pune,Silver
1192,Customer_1192,Kolkata,Silver
1193,Customer_1193,Lucknow,Platinum
1194,Customer_1194,Lucknow,Gold
1195,Customer_1195,Bangalore,Silver
1196,Customer_1196,Bangalore,Gold
1197,Customer_1197,Lucknow,Gold
1198,Customer_1198,Kolkata,Platinum
1199,Customer_1199,Hyderabad,Gold
1200,Customer_1200,Ahmedabad,Bronze
1201,Customer_1201,Mumbai,Platinum
1202,Customer_1202,Pune,Gold
1203,Customer_1203,Jaipur,Gold
1204,Customer_1204,Pune,Silver
1205,Customer_1205,Jaipur,Silver
1206,Customer_1206,Kolkata,Gold
1207,Customer_1207,Jaipur,Silver
1208,Customer_1208,Bangalore,Silver
1209,Customer_1209,Ahmedabad,Bronze
1210,Customer_1210,Ahmedabad,Silver
1211,Customer_1211,Bangalore,Gold
1212,Customer_1212,Delhi,Gold
1213,Customer_1213,Kolkata,Platinum
1214,Customer_1214,Delhi,Gold
1215,Customer_1215,Delhi,Bronze
1216,Customer_1216,Pune,Gold
1217,Customer_1217,Lucknow,Gold
1218,Customer_1218,Pune,Silver
1219,Customer_1219,Lucknow,Silver
1220,Customer_1220,Mumbai,Platinum
1221,Customer_1221,Jaipur,Gold
1222,Customer_1222,Lucknow,Gold
1223,Customer_1223,Bangalore,Silver
1224,Customer_1224,Pune,Platinum
1225,Customer_1225,Kolkata,Gold
1226,Customer_1226,Jaipur,Silver
1227,Customer_1227,Mumbai,Gold
1228,Customer_1228,Lucknow,Silver
1229,Customer_1229,Mumbai,Gold
1230,Customer_1230,Kolkata,Gold
1231,Customer_1231,Delhi,Bronze
1232,Customer_1232,Ahmedabad,Silver
1233,Customer_1233,Kolkata,Platinum
1234,Customer_1234,Chennai,Silver
1235,Customer_1235,Kolkata,Silver
1236,Customer_1236,Mumbai,Silver
1237,Customer_1237,Bangalore,Gold
1238,Customer_1238,Pune,Bronze
1239,Customer_1239,Bangalore,Gold
1240,Customer_1240,Mumbai,Gold
1241,Customer_1241,Pune,Gold
1242,Customer_1242,Chennai,Platinum
1243,Customer_1243,Ahmedabad,Silver
1244,Customer_1244,Jaipur,Platinum
1245,Customer_1245,Mumbai,Platinum
1246,Customer_1246,Lucknow,Bronze
1247,Customer_1247,Mumbai,Gold
1248,Customer_1248,Mumbai,Platinum
1249,Customer_1249,Pune,Platinum
1250,Customer_1250,Hyderabad,Platinum
1251,Customer_1251,Kolkata,Gold
1252,Customer_1252,Hyderabad,Silver
1253,Customer_1253,Chennai,Gold
1254,Customer_1254,Lucknow,Platinum
1255,Customer_1255,Ahmedabad,Silver
1256,Customer_1256,Delhi,Silver
1257,Customer_1257,Chennai,Gold
1258,Customer_1258,Delhi,Silver
1259,Customer_1259,Delhi,Gold
1260,Customer_1260,Ahmedabad,Gold
1261,Customer_1261,Bangalore,Silver
1262,Customer_1262,Hyderabad,Gold
1263,Customer_1263,Mumbai,Bronze
1264,Customer_1264,Jaipur,Platinum
1265,Customer_1265,Delhi,Silver
1266,Customer_1266,Lucknow,Platinum
1267,Customer_1267,Chennai,Silver
1268,Customer_1268,Bangalore,Silver
1269,Customer_1269,Delhi,Silver
1270,Customer_1270,Bangalore,Platinum
1271,Customer_1271,Bangalore,Silver
1272,Customer_1272,Delhi,Silver
1273,Customer_1273,Pune,Silver
1274,Customer_1274,Kolkata,Silver
1275,Customer_1275,Lucknow,Silver
1276,Customer_1276,Mumbai,Gold
1277,Customer_1277,Mumbai,Gold
1278,Customer_1278,Lucknow,Gold
1279,Customer_1279,Pune,Platinum
1280,Customer_1280,Mumbai,Bronze
1281,Customer_1281,Bangalore,Silver
1282,Customer_1282,Ahmedabad,Bronze
1283,Customer_1283,Chennai,Gold
1284,Customer_1284,Hyderabad,Bronze
1285,Customer_1285,Mumbai,Silver
1286,Customer_1286,Lucknow,Silver
1287,Customer_1287,Ahmedabad,Silver
1288,Customer_1288,Delhi,Gold
1289,Customer_1289,Kolkata,Silver
1290,Customer_1290,Lucknow,Silver
1291,Customer_1291,Bangalore,Platinum
1292,Customer_1292,Kolkata,Gold
1293,Customer_1293,Chennai,Bronze
1294,Customer_1294,Chennai,Bronze
1295,Customer_1295,Pune,Bronze
1296,Customer_1296,Jaipur,Silver
1297,Customer_1297,Pune,Gold
1298,Customer_1298,Ahmedabad,Gold
1299,Customer_1299,Kolkata,Gold
1300,Customer_1300,Jaipur,Platinum
1301,Customer_1301,Delhi,Gold
1302,Customer_1302,Bangalore,Gold
1303,Customer_1303,Kolkata,Gold
1304,Customer_1304,Pune,Bronze
1305,Customer_1305,Hyderabad,Gold
1306,Customer_1306,Jaipur,Bronze
1307,Customer_1307,Jaipur,Silver
1308,Customer_1308,Bangalore,Gold
1309,Customer_1309,Mumbai,Gold
1310,Customer_1310,Chennai,Platinum
1311,Customer_1311,Chennai,Gold
1312,Customer_1312,Hyderabad,Silver
1313,Customer_1313,Ahmedabad,Platinum
1314,Customer_1314,Ahmedabad,Gold
1315,Customer_1315,Delhi,Gold
1316,Customer_1316,Kolkata,Bronze
1317,Customer_1317,Lucknow,Silver
1318,Customer_1318,Mumbai,Silver
1319,Customer_1319,Pune,Platinum
1320,Customer_1320,Lucknow,Silver
1321,Customer_1321,Lucknow,Silver
1322,Customer_1322,Jaipur,Silver
1323,Customer_1323,Hyderabad,Bronze
1324,Customer_1324,Chennai,Gold
1325,Customer_1325,Delhi,Bronze
1326,Customer_1326,Ahmedabad,Bronze
1327,Customer_1327,Hyderabad,Platinum
1328,Customer_1328,Jaipur,Gold
1329,Customer_1329,Pune,Bronze
1330,Customer_1330,Delhi,Platinum
1331,Customer_1331,Jaipur,Silver
1332,Customer_1332,Chennai,Bronze
1333,Customer_1333,Chennai,Silver
1334,Customer_1334,Chennai,Gold
1335,Customer_1335,Hyderabad,Silver
1336,Customer_1336,Hyderabad,Gold
1337,Customer_1337,Ahmedabad,Silver
1338,Customer_1338,Ahmedabad,Platinum
1339,Customer_1339,Pune,Silver
1340,Customer_1340,Delhi,Silver
1341,Customer_1341,Bangalore,Silver
1342,Customer_1342,Bangalore,Silver
1343,Customer_1343,Jaipur,Silver
1344,Customer_1344,Chennai,Silver
1345,Customer_1345,Delhi,Platinum
1346,Customer_1346,Lucknow,Silver
1347,Customer_1347,Hyderabad,Gold
1348,Customer_1348,Kolkata,Bronze
1349,Customer_1349,Mumbai,Platinum
1350,Customer_1350,Pune,Gold
1351,Customer_1351,Chennai,Silver
1352,Customer_1352,Chennai,Gold
1353,Customer_1353,Chennai,Platinum
1354,Customer_1354,Hyderabad,Silver
1355,Customer_1355,Hyderabad,Silver
1356,Customer_1356,Mumbai,Silver
1357,Customer_1357,Lucknow,Gold
1358,Customer_1358,Delhi,Silver
1359,Customer_1359,Chennai,Gold
1360,Customer_1360,Bangalore,Silver
1361,Customer_1361,Ahmedabad,Silver
1362,Customer_1362,Bangalore,Silver
1363,Customer_1363,Jaipur,Gold
1364,Customer_1364,Bangalore,Platinum
1365,Customer_1365,Jaipur,Gold
1366,Customer_1366,Kolkata,Platinum
1367,Customer_1367,Ahmedabad,Gold
1368,Customer_1368,Bangalore,Silver
1369,Customer_1369,Kolkata,Gold
1370,Customer_1370,Pune,Bronze
1371,Customer_1371,Delhi,Platinum
1372,Customer_1372,Kolkata,Silver
1373,Customer_1373,Delhi,Silver
1374,Customer_1374,Bangalore,Gold
1375,Customer_1375,Lucknow,Platinum
1376,Customer_1376,Kolkata,Silver
1377,Customer_1377,Ahmedabad,Gold
1378,Customer_1378,Bangalore,Bronze
1379,Customer_1379,Chennai,Silver
1380,Customer_1380,Hyderabad,Bronze
1381,Customer_1381,Kolkata,Gold
1382,Customer_1382,Ahmedabad,Silver
1383,Customer_1383,Pune,Silver
1384,Customer_1384,Chennai,Silver
1385,Customer_1385,Pune,Gold
1386,Customer_1386,Bangalore,Silver
1387,Customer_1387,Hyderabad,Gold
1388,Customer_1388,Kolkata,Silver
1389,Customer_1389,Kolkata,Gold
1390,Customer_1390,Lucknow,Bronze
1391,Customer_1391,Lucknow,Platinum
1392,Customer_1392,Bangalore,Silver
1393,Customer_1393,Bangalore,Bronze
1394,Customer_1394,Hyderabad,Silver
1395,Customer_1395,Lucknow,Silver
1396,Customer_1396,Ahmedabad,Gold
1397,Customer_1397,Ahmedabad,Bronze
1398,Customer_1398,Hyderabad,Gold
1399,Customer_1399,Ahmedabad,Silver
1400,Customer_1400,Jaipur,Silver
1401,Customer_1401,Delhi,Silver
1402,Customer_1402,Hyderabad,Gold
1403,Customer_1403,Hyderabad,Silver
1404,Customer_1404,Mumbai,Silver
1405,Customer_1405,Chennai,Platinum
1406,Customer_1406,Chennai,Bronze
1407,Customer_1407,Jaipur,Platinum
1408,Customer_1408,Lucknow,Gold
1409,Customer_1409,Bangalore,Platinum
1410,Customer_1410,Bangalore,Platinum
1411,Customer_1411,Pune,Bronze
1412,Customer_1412,Jaipur,Gold
1413,Customer_1413,Hyderabad,Gold
1414,Customer_1414,Jaipur,Gold
1415,Customer_1415,Jaipur,Silver
1416,Customer_1416,Jaipur,Silver
1417,Customer_1417,Chennai,Gold
1418,Customer_1418,Jaipur,Gold
1419,Customer_1419,Delhi,Bronze
1420,Customer_1420,Bangalore,Gold
1421,Customer_1421,Pune,Gold
1422,Customer_1422,Delhi,Gold
1423,Customer_1423,Pune,Silver
1424,Customer_1424,Mumbai,Gold
1425,Customer_1425,Pune,Silver
1426,Customer_1426,Bangalore,Gold
1427,Customer_1427,Bangalore,Bronze
1428,Customer_1428,Jaipur,Gold
1429,Customer_1429,Kolkata,Silver
1430,Customer_1430,Mumbai,Gold
1431,Customer_1431,Hyderabad,Gold
1432,Customer_1432,Ahmedabad,Silver
1433,Customer_1433,Pune,Gold
1434,Customer_1434,Kolkata,Bronze
1435,Customer_1435,Jaipur,Bronze
1436,Customer_1436,Chennai,Bronze
1437,Customer_1437,Hyderabad,Platinum
1438,Customer_1438,Lucknow,Silver
1439,Customer_1439,Kolkata,Gold
1440,Customer_1440,Chennai,Bronze
1441,Customer_1441,Mumbai,Silver
1442,Customer_1442,Jaipur,Silver
1443,Customer_1443,Hyderabad,Gold
1444,Customer_1444,Hyderabad,Silver
1445,Customer_1445,Hyderabad,Platinum
1446,Customer_1446,Mumbai,Silver
1447,Customer_1447,Pune,Gold
1448,Customer_1448,Lucknow,Silver
1449,Customer_1449,Mumbai,Silver
1450,Customer_1450,Ahmedabad,Silver
1451,Customer_1451,Lucknow,Gold
1452,Customer_1452,Bangalore,Silver
1453,Customer_1453,Jaipur,Gold
1454,Customer_1454,Mumbai,Gold
1455,Customer_1455,Chennai,Platinum
1456,Customer_1456,Lucknow,Gold
1457,Customer_1457,Ahmedabad,Gold
1458,Customer_1458,Bangalore,Silver
1459,Customer_1459,Pune,Platinum
1460,Customer_1460,Chennai,Gold
1461,Customer_1461,Lucknow,Bronze
1462,Customer_1462,Jaipur,Platinum
1463,Customer_1463,Chennai,Silver
1464,Customer_1464,Bangalore,Silver
1465,Customer_1465,Chennai,Bronze
1466,Customer_1466,Delhi,Silver
1467,Customer_1467,Kolkata,Silver
1468,Customer_1468,Pune,Silver
1469,Customer_1469,Bangalore,Gold
1470,Customer_1470,Chennai,Silver
1471,Customer_1471,Kolkata,Platinum
1472,Customer_1472,Kolkata,Bronze
1473,Customer_1473,Chennai,Gold
1474,Customer_1474,Jaipur,Silver
1475,Customer_1475,Delhi,Gold
1476,Customer_1476,Mumbai,Silver
1477,Customer_1477,Delhi,Platinum
1478,Customer_1478,Chennai,Bronze
1479,Customer_1479,Pune,Silver
1480,Customer_1480,Mumbai,Gold
1481,Customer_1481,Bangalore,Silver
1482,Customer_1482,Delhi,Silver
1483,Customer_1483,Chennai,Silver
1484,Customer_1484,Delhi,Gold
1485,Customer_1485,Mumbai,Gold
1486,Customer_1486,Ahmedabad,Gold
1487,Customer_1487,Lucknow,Gold
1488,Customer_1488,Delhi,Bronze
1489,Customer_1489,Bangalore,Platinum
1490,Customer_1490,Bangalore,Silver
1491,Customer_1491,Hyderabad,Gold
1492,Customer_1492,Delhi,Silver
1493,Customer_1493,Lucknow,Silver
1494,Customer_1494,Jaipur,Bronze
1495,Customer_1495,Kolkata,Gold
1496,Customer_1496,Lucknow,Gold
1497,Customer_1497,Kolkata,Gold
1498,Customer_1498,Kolkata,Platinum
1499,Customer_1499,Ahmedabad,Gold
1500,Customer_1500,Hyderabad,Gold
1501,Customer_1501,Lucknow,Gold
1502,Customer_1502,Lucknow,Silver
1503,Customer_1503,Ahmedabad,Gold
1504,Customer_1504,Delhi,Gold
1505,Customer_1505,Delhi,Gold
1506,Customer_1506,Delhi,Silver
1507,Customer_1507,Pune,Bronze
1508,Customer_1508,Kolkata,Silver
1509,Customer_1509,Pune,Silver
1510,Customer_1510,Hyderabad,Gold
1511,Customer_1511,Ahmedabad,Silver
1512,Customer_1512,Lucknow,Gold
1513,Customer_1513,Kolkata,Gold
1514,Customer_1514,Pune,Silver
1515,Customer_1515,Pune,Bronze
1516,Customer_1516,Chennai,Platinum
1517,Customer_1517,Pune,Silver
1518,Customer_1518,Jaipur,Silver
1519,Customer_1519,Lucknow,Platinum
1520,Customer_1520,Jaipur,Gold
1521,Customer_1521,Lucknow,Gold
1522,Customer_1522,Ahmedabad,Gold
1523,Customer_1523,Lucknow,Gold
1524,Customer_1524,Jaipur,Gold
1525,Customer_1525,Lucknow,Gold
1526,Customer_1526,Ahmedabad,Silver
1527,Customer_1527,Ahmedabad,Silver
1528,Customer_1528,Hyderabad,Bronze
1529,Customer_1529,Lucknow,Gold
1530,Customer_1530,Chennai,Silver
1531,Customer_1531,Delhi,Bronze
1532,Customer_1532,Bangalore,Silver
1533,Customer_1533,Ahmedabad,Gold
1534,Customer_1534,Mumbai,Silver
1535,Customer_1535,Delhi,Gold
1536,Customer_1536,Kolkata,Gold
1537,Customer_1537,Lucknow,Silver
1538,Customer_1538,Jaipur,Silver
1539,Customer_1539,Bangalore,Platinum
1540,Customer_1540,Mumbai,Bronze
1541,Customer_1541,Delhi,Silver
1542,Customer_1542,Lucknow,Gold
1543,Customer_1543,Hyderabad,Bronze
1544,Customer_1544,Kolkata,Gold
1545,Customer_1545,Bangalore,Bronze
1546,Customer_1546,Chennai,Silver
1547,Customer_1547,Hyderabad,Platinum
1548,Customer_1548,Mumbai,Silver
1549,Customer_1549,Bangalore,Silver
1550,Customer_1550,Hyderabad,Silver
1551,Customer_1551,Kolkata,Bronze
1552,Customer_1552,Chennai,Silver
1553,Customer_1553,Hyderabad,Silver
1554,Customer_1554,Pune,Bronze
1555,Customer_1555,Chennai,Silver
1556,Customer_1556,Mumbai,Gold
1557,Customer_1557,Kolkata,Bronze
1558,Customer_1558,Lucknow,Gold
1559,Customer_1559,Jaipur,Silver
1560,Customer_1560,Jaipur,Bronze
1561,Customer_1561,Jaipur,Silver
1562,Customer_1562,Bangalore,Silver
1563,Customer_1563,Mumbai,Silver
1564,Customer_1564,Kolkata,Gold
1565,Customer_1565,Chennai,Bronze
1566,Customer_1566,Bangalore,Gold
1567,Customer_1567,Mumbai,Platinum
1568,Customer_1568,Lucknow,Gold
1569,Customer_1569,Pune,Silver
1570,Customer_1570,Kolkata,Silver
1571,Customer_1571,Jaipur,Silver
1572,Customer_1572,Hyderabad,Gold
1573,Customer_1573,Kolkata,Gold
1574,Customer_1574,Ahmedabad,Platinum
1575,Customer_1575,Mumbai,Gold
1576,Customer_1576,Delhi,Silver
1577,Customer_1577,Lucknow,Platinum
1578,Customer_1578,Pune,Gold
1579,Customer_1579,Lucknow,Gold
1580,Customer_1580,Kolkata,Platinum
1581,Customer_1581,Delhi,Gold
1582,Customer_1582,Ahmedabad,Gold
1583,Customer_1583,Chennai,Silver
1584,Customer_1584,Hyderabad,Silver
1585,Customer_1585,Delhi,Silver
1586,Customer_1586,Mumbai,Bronze
1587,Customer_1587,Jaipur,Gold
1588,Customer_1588,Ahmedabad,Silver
1589,Customer_1589,Hyderabad,Bronze
1590,Customer_1590,Pune,Gold
1591,Customer_1591,Jaipur,Bronze
1592,Customer_1592,Kolkata,Platinum
1593,Customer_1593,Delhi,Gold
1594,Customer_1594,Hyderabad,Platinum
1595,Customer_1595,Bangalore,Silver
1596,Customer_1596,Chennai,Silver
1597,Customer_1597,Chennai,Silver
1598,Customer_1598,Ahmedabad,Gold
1599,Customer_1599,Pune,Gold
1600,Customer_1600,Ahmedabad,Platinum
1601,Customer_1601,Bangalore,Gold
1602,Customer_1602,Mumbai,Bronze
1603,Customer_1603,Pune,Gold
1604,Customer_1604,Lucknow,Silver
1605,Customer_1605,Mumbai,Silver
1606,Customer_1606,Pune,Gold
1607,Customer_1607,Pune,Silver
1608,Customer_1608,Bangalore,Platinum
1609,Customer_1609,Kolkata,Platinum
1610,Customer_1610,Bangalore,Platinum
1611,Customer_1611,Pune,Silver
1612,Customer_1612,Hyderabad,Gold
1613,Customer_1613,Mumbai,Silver
1614,Customer_1614,Bangalore,Silver
1615,Customer_1615,Kolkata,Gold
1616,Customer_1616,Delhi,Silver
1617,Customer_1617,Ahmedabad,Silver
1618,Customer_1618,Pune,Platinum
1619,Customer_1619,Lucknow,Gold
1620,Customer_1620,Delhi,Silver
1621,Customer_1621,Chennai,Gold
1622,Customer_1622,Jaipur,Silver
1623,Customer_1623,Kolkata,Gold
1624,Customer_1624,Lucknow,Gold
1625,Customer_1625,Jaipur,Gold
1626,Customer_1626,Kolkata,Gold
1627,Customer_1627,Hyderabad,Silver
1628,Customer_1628,Ahmedabad,Gold
1629,Customer_1629,Delhi,Silver
1630,Customer_1630,Mumbai,Bronze
1631,Customer_1631,Kolkata,Silver
1632,Customer_1632,Mumbai,Silver
1633,Customer_1633,Ahmedabad,Gold
1634,Customer_1634,Pune,Gold
1635,Customer_1635,Chennai,Silver
1636,Customer_1636,Delhi,Gold
1637,Customer_1637,Ahmedabad,Silver
1638,Customer_1638,Ahmedabad,Gold
1639,Customer_1639,Hyderabad,Silver
1640,Customer_1640,Jaipur,Bronze
1641,Customer_1641,Chennai,Bronze
1642,Customer_1642,Delhi,Silver
1643,Customer_1643,Pune,Silver
1644,Customer_1644,Pune,Silver
1645,Customer_1645,Bangalore,Silver
1646,Customer_1646,Ahmedabad,Platinum
1647,Customer_1647,Kolkata,Gold
1648,Customer_1648,Hyderabad,Gold
1649,Customer_1649,Chennai,Bronze
1650,Customer_1650,Pune,Gold
1651,Customer_1651,Delhi,Silver
1652,Customer_1652,Bangalore,Silver
1653,Customer_1653,Delhi,Silver
1654,Customer_1654,Hyderabad,Silver
1655,Customer_1655,Kolkata,Gold
1656,Customer_1656,Bangalore,Silver
1657,Customer_1657,Bangalore,Silver
1658,Customer_1658,Jaipur,Gold
1659,Customer_1659,Chennai,Gold
1660,Customer_1660,Bangalore,Silver
1661,Customer_1661,Jaipur,Silver
1662,Customer_1662,Jaipur,Platinum
1663,Customer_1663,Hyderabad,Silver
1664,Customer_1664,Mumbai,Silver
1665,Customer_1665,Delhi,Gold
1666,Customer_1666,Kolkata,Bronze
1667,Customer_1667,Lucknow,Silver
1668,Customer_1668,Delhi,Silver
1669,Customer_1669,Bangalore,Silver
1670,Customer_1670,Kolkata,Gold
1671,Customer_1671,Pune,Gold
1672,Customer_1672,Mumbai,Gold
1673,Customer_1673,Pune,Gold
1674,Customer_1674,Pune,Gold
1675,Customer_1675,Chennai,Bronze
1676,Customer_1676,Delhi,Silver
1677,Customer_1677,Lucknow,Silver
1678,Customer_1678,Hyderabad,Bronze
1679,Customer_1679,Lucknow,Silver
1680,Customer_1680,Pune,Gold
1681,Customer_1681,Bangalore,Gold
1682,Customer_1682,Mumbai,Silver
1683,Customer_1683,Ahmedabad,Silver
1684,Customer_1684,Lucknow,Gold
1685,Customer_1685,Pune,Silver
1686,Customer_1686,Mumbai,Platinum
1687,Customer_1687,Kolkata,Silver
1688,Customer_1688,Delhi,Silver
1689,Customer_1689,Jaipur,Silver
1690,Customer_1690,Chennai,Bronze
1691,Customer_1691,Mumbai,Silver
1692,Customer_1692,Bangalore,Bronze
1693,Customer_1693,Bangalore,Bronze
